student ID	Q#	answer	judge1	judge2	final judge
130	1	因为钻石硬度比玻璃大，用于切割玻璃比较容易而且不会有很大损伤。	2	2	2
131	1	钻石的硬度远远大于玻璃。	2	2	2
132	1	钻石硬度大	1	1	1
133	1	因为钻石的硬度比玻璃高, 可以产生深划痕。	2	2	2
134	1	因为钻石比玻璃硬	2	2	2
135	1	钻石比玻璃硬度高	2	2	2
136	1	因为钻石硬度大。	1	1	1
137	1	因为钻石的硬度大于玻璃的硬度	2	2	2
138	1	钻石是金刚石，自然界中最硬的物质	2	2	2
139	1	由于元素和构造，钻石的硬度很高。	1	1	1
140	1	因为钻石硬度比玻璃高	2	2	2
141	1	硬度大且稳定。	1	1	1
142	1	钻石的硬度比玻璃大	2	2	2
143	1	因为钻石的硬度比玻璃大。	2	2	2
144	1	钻石比玻璃硬而且不易磨损	2	2	2
145	1	钻石硬度比玻璃硬度高。	2	2	2
146	1	坚硬，由内部结构决定。	2	1	1
147	1	钻石硬度高	1	1	1
148	1	钻石比玻璃硬	2	2	2
149	1	因为钻石比玻璃硬度大。	2	2	2
150	1	因为钻石晶体结构密集，质地比玻璃硬。	2	2	2
151	1	因为钻石的硬度比玻璃高	2	2	2
152	1	因为钻石比较硬	2	2	2
153	1	钻石硬度大	1	1	1
154	1	钻石硬度比玻璃高	2	2	2
155	1	因为钻石很硬	1	1	1
156	1	因为钻石的硬度比玻璃高	2	2	2
157	1	因为钻石比玻璃硬。	2	2	2
158	1	硬度大	1	1	1
159	1	因为钻石硬度比玻璃大	2	2	2
160	1	钻石硬度足够大。	2	2	2
161	1	硬度大	1	1	1
162	1	因为钻石的硬度大于玻璃	2	2	2
163	1	硬度大	1	1	1
164	1	因为钻石是世界上最坚硬的物质	2	2	2
165	1	钻石的硬度比较大	2	2	2
166	1	因为钻石很坚硬并且晶体结构稳定	1	1	1
167	1	因为钻石硬度高于玻璃	2	2	2
168	1	因为钻石比玻璃硬。	2	2	2
169	1	钻石是硬度最高的材料，适合用于切割	2	2	2
170	1	钻石是硬度最高的材料，适合用于切割	2	2	2
171	1	因为有钱,钻石硬	1	2	1
172	1	因为钻石硬度高，密度高。	1	2	1
173	1	钻石硬度高，可以切割比它硬度低的。	1	1	1
174	1	因为钻石的硬度比玻璃高，可以产生深划痕。	2	2	2
175	1	因为比较坚硬。	1	1	1
176	1	因为钻石的硬度比玻璃大	2	2	2
177	1	因为钻石比玻璃硬。	2	2	2
178	1	钻石硬度比玻璃大	2	2	2
179	1	因为钻石比玻璃硬度高。	2	2	2
180	1	钻石是最坚硬的物质（之一？）	2	2	2
181	1	钻石硬度高	1	1	1
182	1	钻石硬度比玻璃高，钻石硬度10	2	2	2
183	1	钻石硬度高	1	1	1
184	1	因为钻石硬度高	1	1	1
185	1	因为钻石硬度高，可以加工切割方便，成本低	1	1	1
186	1	硬	1	1	1
187	1	硬度大，受损小	2	1	1
188	1	硬度大	1	1	1
189	1	钻石硬度高	1	1	1
190	1	比他硬	1	1	1
191	1	钻石比较硬，硬度高于玻璃	2	2	2
192	1	硬度大，易制作	2	1	1
193	1	硬度大	1	1	1
194	1	钻石的分子结构更加坚固稳定	2	2	2
195	1	钻石比玻璃硬度大	2	2	2
196	1	硬度高	1	1	1
197	1	硬度较高	1	1	1
198	1	钻石硬度更高	2	2	2
199	1	硬度高	1	1	1
200	1	钻石硬度高	1	1	1
201	1	因为钻石质地坚硬	1	1	1
202	1	因为钻石硬度大，韧度高	1	1	1
203	1	钻石硬度高	1	1	1
204	1	钻石比玻璃硬	2	2	2
205	1	钻石比玻璃坚固	1	2	2
206	1	钻石硬度大于玻璃	2	2	2
207	1	硬度高	1	2	1
208	1	钻石为金刚石，硬度强于玻璃	1	1	1
209	1	因为钻石硬度大	1	1	1
210	1	钻石密度大	0	0	0
211	1	钻石硬度最大	2	2	2
212	1	碳原子在钻石中的排列最稳定，使钻石硬度大	1	1	1
213	1	钻石硬度高	1	1	1
214	1	钻石硬度比玻璃大	2	2	2
215	1	钻石坚硬	2	2	1
216	1	因为钻石的硬度极高，适合用于切割物体	1	1	1
217	1	硬度大	1	1	1
218	1	硬度比玻璃高	2	2	2
219	1	因为钻石的硬度比玻璃高，可以产生深划痕	2	2	2
220	1	因为钻石比较坚硬和锋利	1	2	1
221	1	钻石硬度比玻璃强	2	2	2
222	1	因为钻石的硬度大于玻璃	2	2	2
223	1	因为钻石硬度比玻璃高	2	2	2
224	1	因为钻石的结构更稳定，硬度更高	2	2	2
225	1	因为它坚硬锋利无比	1	1	1
226	1	钻石硬度高	1	1	1
227	1	钻石硬度大于玻璃	2	2	2
228	1	钻石硬度大	1	1	1
229	1	钻石硬度最高	2	2	2
230	1	钻石硬度高	1	1	1
231	1	因为钻石更硬	1	2	1
232	1	C60分子密度高于玻璃	0	0	0
233	1	因为钻石的硬度大于玻璃的硬度	2	2	2
234	1	因为钻石的硬度大于玻璃，可以切开玻璃	2	2	2
235	1	因为钻石的硬度很强	1	1	1
236	1	钻石的硬度很强	1	1	1
237	1	因为钻石硬度高	1	1	1
238	1	钻石硬度高	1	1	1
239	1	钻石的硬度高	1	1	1
240	1	钻石比较硬，比玻璃硬	2	2	2
241	1	钻石硬度强于玻璃	2	2	2
242	1	可能是因为钻石的硬度大，能够割破玻璃	1	1	1
243	1	因为钻石硬度最大（在自然界中）	2	2	2
244	1	硬度高	1	1	1
245	1	硬	1	1	1
246	1	因为钻石的硬度比玻璃大	2	2	2
247	1	钻石硬度比玻璃大	2	2	2
248	1	钻石硬	1	1	1
249	1	他们两个比赛看谁厉害，结果钻石赢了	0	0	0
250	1	钻石比玻璃硬	2	2	2
251	1	钻石硬度比玻璃高	2	2	2
252	1	钻石比玻璃硬度强度大	2	2	2
253	1	钻石硬度大于玻璃	2	2	2
254	1	钻石硬度大于玻璃	2	2	2
255	1	钻石结构稳定硬度大于二氧化硅制成的玻璃。	2	2	2
256	1	钻石的硬度要比玻璃大	2	2	2
257	1	钻石的硬度大于玻璃，从原子的空间结构角度解释。	2	2	2
258	1	因为钻石硬度极大	1	1	1
259	1	因为钻石硬度大，密度小。	1	2	1
260	1	因为钻石的硬度比玻璃大。	2	2	2
261	1	因为钻石硬度很大	1	1	1
262	1	因为钻石的硬度比较高。	2	2	2
263	1	钻石的硬度比玻璃的大。	2	2	2
264	1	因为钻石的硬度比玻璃大。	2	2	2
265	1	钻石硬度很大	1	1	1
266	1	钻石的硬度比玻璃的硬度大。	2	2	2
267	1	钻石硬度大	1	1	1
268	1	钻石由金刚石制作，其硬度较大，可以切割玻璃。	2	2	2
269	1	钻石硬度大。	1	1	1
270	1	因为钻石硬度远大于玻璃，可以切割且不使其破裂。	2	2	2
271	1	钻石的硬度较大，可切割玻璃	2	2	2
272	1	因为钻石硬度大与玻璃	2	2	2
273	1	因为钻石硬度大，不易碎	1	1	1
274	1	因为钻石的硬度比玻璃的硬度大。	2	2	2
275	1	因为钻石的硬度比玻璃的硬度大。	2	2	2
276	1	金刚石硬度最高	1	1	1
277	1	钻石本质是金刚石，硬度大，可以切玻璃。	1	1	1
278	1	因为钻石的硬度比玻璃大。	2	2	2
279	1	钻石的硬度大于玻璃	2	2	2
280	1	钻石的硬度比玻璃高很多	2	2	2
281	1	钻石的硬度强于玻璃。	2	2	2
282	1	钻石的硬度大于玻璃	2	2	2
283	1	钻石硬度高于玻璃	2	2	2
284	1	金刚石硬度大	1	1	1
285	1	钻石的硬度比玻璃大	2	2	2
286	1	因为在自然界中钻石的硬度比较大，用来切割玻璃比较适合。	2	2	2
287	1	钻石的硬度大于玻璃	2	2	2
288	1	因为钻石的硬度更大	2	2	2
289	1	钻石是自然界中硬度最大的物质它的硬度大于玻璃	2	2	2
290	1	钻石是自然界硬度最大的物质。	2	2	2
291	1	钻石硬度大	2	2	1
292	1	钻石硬度大	2	2	1
293	1	钻石的硬度更大	2	2	2
294	1	钻石的硬度较大，比玻璃硬度高。	2	2	2
295	1	因为钻石的硬度大	2	2	1
296	1	钻石的硬度远大于玻璃。	2	2	2
297	1	因为金刚石的硬度很大	2	2	1
298	1	钻石硬度最大	2	2	2
299	1	因为钻石的硬度大	2	2	1
300	1	因为钻石的硬度大于玻璃的硬度	2	2	2
301	1	钻石的硬度比玻璃大。	2	2	2
302	1	因为钻石的硬度大于玻璃的	2	2	2
303	1	因为钻石硬度比玻璃大	2	2	2
304	1	因为其硬度大	1	2	1
305	1	因为钻石的硬度大于玻璃的硬度	2	2	2
306	1	因为钻石的硬度大于玻璃。	2	2	2
307	1	钻石的硬度大于玻璃 	2	2	2
308	1	因为钻石硬度大。	2	2	1
309	1	因为钻石硬度比玻璃大	2	2	2
310	1	钻石的硬度比玻璃的大。	2	2	2
311	1	因为钻石的硬度非常硬，比玻璃的硬度大很多。	2	2	2
312	1	因为钻石硬度大	2	2	1
313	1	因为钻石的硬度比玻璃大	2	2	2
314	1	应为钻石的硬度大于玻璃。	2	2	2
315	1	因为钻石的硬度比玻璃大	2	2	2
316	1	因为钻石的硬度高于玻璃	2	2	2
317	1	因为钻石硬度大	2	2	2
318	1	钻石有极高的硬度，远大于玻璃。	2	2	2
319	1	钻石的硬度比玻璃的大	2	2	2
320	1	因为钻石硬度较大。	2	2	2
321	1	因为钻石硬度大。	2	2	1
322	1	钻石的硬度比玻璃高。	2	2	2
323	1	因为钻石比玻璃坚硬。	2	2	2
324	1	因为钻石的硬度非常大。	2	2	1
325	1	钻石的硬度很大。	2	2	1
326	1	因为钻石的硬度比较大	2	2	2
327	1	因为钻石硬度比玻璃大	2	2	2
328	1	钻石的硬度比玻璃大	2	2	2
329	1	因为坚硬。	1	1	1
330	1	因为钻石的硬度比玻璃高	2	2	2
331	1	因为钻石硬度比玻璃大。	2	2	2
332	1	因为钻石的硬度比玻璃大	2	2	2
333	1	因为钻石硬度大	2	2	1
334	1	因为钻石很硬	2	2	1
335	1	因为钻石的硬度比玻璃大得多。	2	2	2
336	1	钻石即金刚石，的主要成分是炭单质，是天然存在的最坚硬的物质。	2	2	2
337	1	钻石的硬度很大	2	2	1
338	1	硬度高	1	1	1
339	1	钻石硬度大于玻璃。	2	2	2
340	1	钻石硬度比玻璃高，可以产生深划痕	2	2	2
341	1	因为钻石硬度比玻璃大	2	2	2
342	1	因为钻石比玻璃硬	2	2	2
343	1	钻石的硬度比玻璃大	2	2	2
344	1	因为钻石硬	2	2	1
345	1	钻石是金刚石硬度很高	2	2	1
346	1	钻石硬度大于玻璃。	2	2	2
347	1	钻石硬度大于玻璃硬度	2	2	2
348	1	因为钻石硬度大。	2	2	1
349	1	钻石的硬度比玻璃硬度大	2	2	2
350	1	钻石的硬度大，而且与玻璃不发生反应。	2	2	1
351	1	因为钻石的硬度大于玻璃。	2	2	2
352	1	钻石硬度大于玻璃	2	2	2
353	1	钻石的硬度大于硅酸盐的硬度	2	2	2
354	1	因为钻石硬度比玻璃大。	2	2	2
355	1	钻石的硬度比玻璃。	2	2	2
356	1	因为钻石硬度大	2	2	1
357	1	因为钻石的硬度大于玻璃的硬度。	2	2	2
358	1	因为钻石的硬度非常大。	2	2	1
359	1	硬度高，金刚石比玻璃硬度高	2	2	2
360	1	因为钻石的硬度比玻璃高， 可以产生深划痕。	2	2	2
1	2	红色衣服吸收其他色光，反射红色	2	2	2
2	2	红色衣服只反射红光	2	2	2
3	2	因为反射红光	1	1	2
4	2	因为红色的衣服主要反射红光	2	2	2
5	2	因为红色衣服反射红光。	2	2	2
6	2	因为红色衣服把红光都吸收了	0	0	0
7	2	因为红色衣服吸收除红色以外的所有光，并反射红色光	2	2	2
8	2	人为给一个颜色规定了名称，所以它就是红色。	0	0	0
9	2	颜色认知	1	0	0
10	2	因为衣服的颜色在视网膜上的投影为红色	1	1	1
11	2	光的反射	1	1	1
12	2	红色衣服反射红色的光，给人感知红色。	2	2	2
13	2	衣服接受光照后吸收了除红色外的大部分光，反射的红光被肉眼接受	2	2	2
14	2	小时候学习识别颜色的时候在大脑中形成了记忆	0	0	0
15	2	因为光的反射	1	1	1
16	2	因为红色衣服可以吸收除了红色之外颜色的光	0	0	0
17	2	因为红色衣服只反射红色光	2	2	2
18	2	因为人眼可以识别红色	1	0	0
19	2	红色物体反射红光。	2	2	2
20	2	可见光中的红光被反射到眼睛里，大脑识别成红色	2	2	2
21	2	因为在我们的认知里，这个颜色就是红色	0	0	0
22	2	因为在我们达成共识，认为它就是红色。	0	0	0
23	2	只有红色光被反射进入眼睛	2	2	2
24	2	光的反射	1	1	1
25	2	衣服反射的光是红色的	2	2	2
26	2	因为红色衣服只反射红色光。	2	2	2
27	2	衣服吸收其他颜色光，将红光反射到人眼。	2	2	2
28	2	光反射	1	1	1
29	2	因为太阳光只有红色被反射了，其余都被吸收了	2	2	2
30	2	视觉感官	1	1	1
31	2	光照到衣服上有反射，红色衣服反射红光，被眼睛接收到就呈现红色	2	2	2
32	2	红色是一种有特定频率的波，眼睛接受到波 色觉就会反馈红色	2	1	1
33	2	因为红色衣服能吸收除红色外的其他颜色	1	2	1
34	2	光的反射	2	1	1
35	2	衣服反射到眼里的光是红的	2	2	2
36	2	只反射红色光	2	2	2
37	2	红色衣服反射红色波段的光	2	2	2
38	2	因为红色衣服折射出来的光是红色	0	0	0
39	2	因为它反应出来是红色。	0	0	0
40	2	衣服反射红光	2	2	2
41	2	因为它是红色	0	0	0
42	2	衣服反射的红光被眼睛接受到	2	2	2
43	2	经过反射形成的视觉效果	1	1	1
44	2	吸收所有光仅反射红光	2	2	2
45	2	因为衣服是红色的，光从衣服上反射出来只有红光。	2	2	2
46	2	因为我不是红绿色盲	0	0	0
47	2	红色光被反射，其他光被吸收。	2	2	2
48	2	我们看到的是红色衣服反射的红光	2	2	2
49	2	红色的衣服可以吸收除红光以外的光。	2	2	2
50	2	衣服反射的光是红色光	2	2	2
51	2	自然光照射红色衣服只有红色光被反射到人眼。	2	2	2
52	2	因为衣服不吸收红色，把红色反射到我们眼睛，于是看到了红色。	2	2	2
53	2	衣服反射红光，吸收了其他色光，反射的红光进入人眼，人就看到了红色衣服。	2	2	2
54	2	红色衣服吸收除红色以外的所有光，反射红光	2	2	2
55	2	因为它是红色	0	0	0
56	2	只有红光能被折射到人眼中	2	2	2
57	2	红色衣服吸收其他色光，反射红光	2	2	2
58	2	红光无法穿过红色衣服，因此，视觉上来说衣服是红的。	1	1	1
59	2	因为衣服表面发光在眼睛中成像	1	0	0
60	2	红色衣服只反射红光使我们看到红色衣服	2	2	2
61	2	红光被反射	2	2	2
62	2	*	0	0	0
63	2	因为红色衣服反射红光光线照到视网膜上在大脑中看到红色	2	2	2
64	2	因为物体只反射与它颜色相同的色光	1	2	2
65	2	衣服表面反射红光	2	2	2
66	2	反射红色	1	1	1
67	2	光的反射	1	1	1
68	2	衣服表面不吸收红光，光线反射进眼中成像	2	2	2
69	2	红色衣服会反射红光到我们的眼睛里	2	2	2
70	2	光的反射原理	1	1	1
71	2	因为衣服上的红光反射到我们眼睛里	2	2	2
72	2	已经为光的吸收与反射	1	1	1
73	2	因为红色衣服不吸收红光，反射的红光使看到衣服是红色的。	2	2	2
74	2	红色衣服会反射阳光中的红光	2	2	2
75	2	*	0	0	0
76	2	因为衣服表面不吸收红光，发生反射	2	2	2
77	2	红色衣服反红色光，进入人的眼睛	2	2	2
78	2	因为红色衣服会反射红光。	2	2	2
79	2	衣服上反射的光是红色的	2	2	2
80	2	光的反射	1	1	1
81	2	红色的衣服可以反射太阳光中的红光。	2	2	2
82	2	红色衣服将光中的红色反射，人眼接受了红色。	2	2	2
83	2	因为衣服不吸收红色的光，将红色折射出来，进入到眼睛中。	0	0	0
84	2	因为视网膜上细胞可以捕捉色彩信息。	1	1	1
85	2	衣服颜料里红色不能被太阳光吸收。	0	0	0
86	2	因为红衣服吸收了其它颜色反射红色。	2	2	2
87	2	其他色光被吸收了，红光被反射。	2	2	2
88	2	"红色衣服吸收其他6色的光，只反射红光"	2	2	2
89	2	反射红光	1	2	2
90	2	因为衣服吸收的除红光以外的其他色光。	2	2	2
91	2	因为红色不吸收红色光谱	1	1	1
92	2	衣服的材料反射红光	2	2	2
93	2	红色衣服只反射红光	2	2	2
94	2	红光被反射出来，其他的色光被吸收	2	2	2
95	2	因为光的散射	1	0	0
96	2	红色不吸收红光，红光进入人眼	2	2	2
97	2	肉眼接收到红色波段的光波	2	1	1
98	2	反射红色的色光	2	2	2
99	2	反射的光线被视网膜接受并传入大脑皮层	2	2	2
100	2	红色衣服只反射红光，其它光被吸收	2	2	2
101	2	光的反射	1	1	1
102	2	光的反射	1	1	1
103	2	颜色投影到人的视网膜上。	1	1	1
104	2	因为反射红光	2	2	2
105	2	衣服反射红光 红光进入人眼	2	2	2
106	2	红色衣服吸收别的光色，反射红色。	2	2	2
107	2	红衣服吸收红光，反射进视网膜的光呈红色	2	2	2
108	2	规定是红色。	0	0	0
109	2	红色光未被衣服吸收，经反射被人眼捕捉	2	2	2
110	2	红色衣服的染料更多的反射太阳光中的红光，人眼接收到了其反射的红光	2	2	2
111	2	眼睛看到的	0	0	0
112	2	其他光线被吸收，只有红色光线被反射入眼	2	2	2
113	2	红色衣服对其他颜色的光吸收能力强，对红光的吸收能力弱，红光反射进去人眼。	2	2	2
114	2	其它色系被吸收太阳反射进入眼睛后呈红色	1	1	1
115	2	"因为红色衣服反射了红色的光"	2	2	2
116	2	反射的红光	1	2	2
117	2	因为红色衣服反射的自然光为红色。	2	1	2
118	2	因为红衣服反射红色光	2	2	2
119	2	红色衣服能反射红色的光，吸收其他的光。	2	2	2
120	2	红的衣服将红色光线反射，故人眼接收红色光线。	2	2	2
121	2	人眼可以反射衣服上除了红色之外的所有颜色	1	0	0
122	2	红色衣服反射红光至人眼中	2	2	2
123	2	因为光反射到我们眼睛里的颜色是红色的。	2	2	2
124	2	光的反射	1	1	1
125	2	光照射在衣服上只反射红色的光进入人眼。	2	2	2
126	2	衣服反射了红色的光，吸收了其他颜色的光	2	2	2
127	2	反光	1	1	1
128	2	因为RGB的值决定了我们看到的颜色	0	0	0
129	2	红衣服反射红光，吸收其他光	2	2	2
130	2	因为太阳光照射在红色衣服上所反射的光的颜色是红色的	2	2	2
131	2	红色吸收了其他颜色的光，反射出红色。	1	2	2
132	2	可看到红光波长，红衣吸收其他可见光反射红光	2	2	2
133	2	应为其他的颜色光被吸收了，只有红色反射出来。	2	2	2
134	2	因为衣服反射了阳光中的红色光	2	2	2
135	2	反射	1	1	1
136	2	因为红色衣服反射红色光，眼睛接受红色	2	2	2
137	2	因为被灌输某频率段的光波为红色这个概念	1	0	0
138	2	光的反射	1	1	1
139	2	光经过红色衣服反射后的光是红色的。	2	2	2
140	2	因为红色衣服吸收了除了红色的所以色光，只反射红色	2	2	2
141	2	反射红色光。	2	2	2
142	2	红色的衣服吸收了除了红色以外的所有光，只反射红光到眼睛里。	2	2	2
143	2	红色的衣服可以吸收除了红色以外的所有光，只反射红色光，所以眼睛只能收到红色光。	2	2	2
144	2	人把红色定义为“红色”，而衣服恰好是这种已经定义的颜色	0	0	0
145	2	红色衣服反射红光进入人眼。	2	2	2
146	2	红色光反射到人的眼中	2	2	2
147	2	红色衣服反射红光	2	2	2
148	2	红色衣服反射红光	2	2	2
149	2	因为红色衣服会反射红色的光。	2	2	2
150	2	红色衣服吸收了某些颜色，反射呈红光。	2	2	2
151	2	因为从小教育我们那个颜色是红色	1	0	0
152	2	因为大脑认知从小就对这种视觉观感做了定义	0	1	0
153	2	红色衣服吸收其他色光，反射红色	2	2	2
154	2	红色衣服只反射红光	2	2	2
155	2	因为反射红光	2	2	2
156	2	因为红色的衣服主要反射红光	2	2	2
157	2	因为红色衣服反射红光。	2	2	2
158	2	因为红色衣服把红光都吸收了	0	0	0
159	2	因为红色衣服吸收除红色以外的所有光，并反射红色光	2	2	2
160	2	人为给一个颜色规定了名称，所以它就是红色。	0	0	0
161	2	颜色认知	1	0	0
162	2	因为衣服的颜色在视网膜上的投影为红色	1	1	1
163	2	光的反射	1	1	1
164	2	红色衣服反射红色的光，给人感知红色。	2	2	2
165	2	衣服接受光照后吸收了除红色外的大部分光，反射的红光被肉眼接受	2	2	2
166	2	小时候学习识别颜色的时候在大脑中形成了记忆	0	0	0
167	2	因为光的反射	1	1	1
168	2	因为我们的眼睛看到的红色衣服的颜色是红色的。	2	0	0
169	2	白光照射到衣服上，除了红光都被吸收	2	1	1
170	2	白光照射到衣服上，除了红光都被吸收	2	1	1
171	2	因为我觉得是红的他就是红的	0	0	0
172	2	因为红色波长在我们的可视范围内。	1	1	1
173	2	光的反射，以及周围环境颜色的衬托。	1	1	1
174	2	因为红色衣服反射给人眼的是红色。	2	2	2
175	2	因为光线的反射。	1	1	1
176	2	因为红色衣服只反射红色光	2	2	2
177	2	红色衣服反射红光	2	2	2
178	2	衣服吸收不了红色的光而反射到人眼所以看到红色	2	2	2
179	2	因为红色衣服反射红色光吸收其他颜色光。	2	2	2
180	2	光的反射	1	1	1
181	2	因为红色衣服吸收红色光	0	0	0
182	2	红色衣服吸收除某种色光之外所有色光，且我们习惯将被其反射的此种光称为“红色光”	2	2	2
183	2	在人类认知范围内，将这种颜色反应为红色	1	1	1
184	2	因为光的反射	2	1	1
185	2	因为红色衣服反射红色波长的光	2	2	2
186	2	以前知道这是红色	1	0	0
187	2	完全取决于视网膜	0	0	0
188	2	反射红光	2	2	2
189	2	本身就是红色	1	0	0
190	2	看看像	0	0	0
191	2	颜色由红黄蓝三原色组成，红色衣服由太阳反光显示红色	1	1	1
192	2	大脑学习识别判断得到结果	1	0	0
193	2	阳光中除红色外的颜色被吸收，只有红色被反射	2	2	2
194	2	因为人类同意将这种色彩命名为红	1	0	0
195	2	其他颜色没有反射	2	1	1
196	2	只反射红光	2	2	2
197	2	反射光谱	1	1	1
198	2	光反射	1	1	1
199	2	红色光反射到眼睛	1	2	2
200	2	反射红色光	2	2	2
201	2	红色衣服吸收了其他色的光，反射出红色	2	2	2
